Name,Reactions,Comments,Reposts,Content,Date
Bernd Vermaaten,6,2 comments,,"R𝗲𝘁𝗮𝗶𝗹 𝗠𝗲𝗱𝗶𝗮 𝘂𝗻𝗱 𝗔𝗺𝗮𝘇𝗼𝗻 𝗔𝗱𝘃𝗲𝗿𝘁𝗶𝘀𝗶𝗻𝗴Wie schätze ich 2023 ein?Grundsätzliche erwarte ich ein deutliches Wachstum im Bereich#RetailMediaauf Marktplätze im allg., jedoch insbesondere bei#Amazon𝙑𝙚𝙧𝙨𝙩ä𝙧𝙠𝙩𝙚 𝙄𝙣𝙫𝙚𝙨𝙩𝙞𝙩𝙞𝙤𝙣𝙚𝙣 𝙞𝙣 𝘼𝙢𝙖𝙯𝙤𝙣 𝘼𝙙𝙫𝙚𝙧𝙩𝙞𝙨𝙞𝙣𝙜:Amazon hat sich zu einem bedeutenden Akteur in der digitalen Werbelandschaft entwickelt & viele Unternehmen erhöhen ihre Budgets daher für Amazon Advertising. AmazonDSP ist dabei spannend.𝙈𝙖𝙨𝙨𝙞𝙫𝙚𝙧 𝘼𝙪𝙨𝙗𝙖𝙪 𝙙𝙚𝙧 𝘼𝙪𝙩𝙤𝙢𝙖𝙩𝙞𝙨𝙞𝙚𝙧𝙪𝙣𝙜:ChatGPT hat einen KI-Boom ausgelöst. Amazon investiert stark in#machinelearning& Automatisierungstechnologien. ich erwarte mit Blick auf das Werbeökosystem einige Innovationen & Verbesserungen bspw. im Bereich der automatisierten Gebots-, Targeting- & Optimierungsoptionen.Nichtsdestotrotz sind KI-Toolings wiehttps://lnkd.in/eGPgxCv6für Euren Erfolg wichtig!𝙕𝙪𝙣𝙚𝙝𝙢𝙚𝙣𝙙𝙚 𝘽𝙚𝙙𝙚𝙪𝙩𝙪𝙣𝙜 𝙙𝙚𝙧 𝙎𝙥𝙧𝙖𝙘𝙝𝙨𝙪𝙘𝙝𝙚:Die wachsende Beliebtheit von sprachgesteuerten Assistenten wie Alexa wird ebenfalls neue Optionen für Werbung eröffnen, weshalb Produktlisten & Werbestrategien von Advertisern auch mit Blick hierauf optimiert werden sollten, um von diesem Trend zu profitieren.𝘼𝙣𝙨𝙥𝙧𝙪𝙘𝙝𝙨𝙫𝙤𝙡𝙡𝙚𝙧𝙚 𝙏𝙖𝙧𝙜𝙚𝙩𝙞𝙣𝙜-𝙊𝙥𝙩𝙞𝙤𝙣𝙚𝙣:Amazon investiert massiv in seine Werbeplattform & ich erwarte, dass#Advertiseri.d. nächsten Monaten mit weiteren, ausgefeilteren Targeting-Optionen rechnen können, wie z. B. Targeting nach Kaufhistorie, Produktaffinität od. Interessen.𝘼𝙪𝙨𝙗𝙖𝙪 𝙙𝙚𝙨 𝙑𝙞𝙙𝙚𝙤-𝙒𝙚𝙧𝙗𝙚𝙖𝙣𝙜𝙚𝙗𝙤𝙩𝙨:Die wachsende Affinität f. Bewegtbild führt dazu, dass Amazon sein Angebot an Videowerbung deutlich erweitert wird. Dieser Trend wird sich 2023 beschleunigen & damit neue Chancen, aber auch Anforderungen f. Werbetreibende haben. Mehr Möglichkeiten auf Amazons Videoinhalten, wie Prime Video & Twitch, können auf der anderen Seite auch die Sichtbarkeit & Conversion steigern.𝙄𝙣𝙩𝙚𝙜𝙧𝙖𝙩𝙞𝙤𝙣 𝙢𝙞𝙩 𝙖𝙣𝙙𝙚𝙧𝙚𝙣 𝘿𝙞𝙚𝙣𝙨𝙩𝙚𝙣 𝙫𝙤𝙣 𝘼𝙢𝙖𝙯𝙤𝙣:Amazons Werbeplattform wird auch enger mit anderen Diensten, wie Alexa, Prime & Amazon Pay, aber auch Twitch, integriert werden. Auch hier wachsen die Möglichkeiten für Advertiser Kunden im gesamten Amazon-Ökosystem zu erreichen.Amazon hat einen unschlagbaren VorteilＦＩＲＳＴ ＰＡＲＴＹ ＤＡＴＡ ！Auch vor diesen Hintergrund erwarte ich, dass Amazon eine etwas stärkere Betonung d. Datenschutzes haben könnte. Die Bedenken hinsichtlich#Datenschutznehmen weiter zu. Amazon wird wahrscheinlich einen größeren Schwerpunkt auf den Schutz von Nutzerdaten legen & sicherstellen, dass seine Werbeplattform d. Datenschutzbestimmungen einhält.𝙁𝙤𝙠𝙪𝙨 𝙚𝙞𝙜𝙚𝙣𝙚 𝙈𝙖𝙧𝙠𝙚𝙣:Ein Trend, den ich persönlich f. Amazon als gefährlich/nachteilig ansehe, ist d. kontinuierliche Ausbau seines Eigenmarkenportfolio.Risiko: Attraktivität sinkthttps://lnkd.in/eDy55gxd",2 hours ago
Mala Arunkumar Mukherjee,0,,,"LG 81.28 cm (32 inch) WebOS Smart LED HD TV (32LQ635BPSA, Black)",2 hours ago
Alexa Martinez,1,,,🎧 Want to make a lasting impression on attendees and create unforgettable events?Discover the power of event psychology with expertVictoria Matey.Learn how experimentation and neuroscience can enhance engagement and innovation.This is my most listened to episode… and for good reason 🤩Tune in now for game-changing insights!#EventPsychology#Innovation#ExperientialMarketing#Podcasts#eventplanningtips#Engagement#Neuroscience#BehavioralScience#Experimentation#EventProfs,2 hours ago
Juan Carlos Chamizo Aragón,0,,,#ciberseguridad#ciberconsejo,2 hours ago
Juan Pardo Martinez,0,,,"Artículo interesante (cuyo principio suscribo completamente).""Vivimos en un mundo diseñado para satisfacer a nuestros cerebros de forma instantánea: catálogos infinitos en Netflix, HBO o YouTube, redes sociales deseando darnos en cada momento lo que el algoritmo considera que nos aportará un chute mayor de dopamina, la canción perfecta para cada instante solo esperando a que Alexa o Siri la seleccionen para nosotros con solo susurrarlo. Sin embargo, incluso en 2023 sigue existiendo una gratificación que acompaña a aquello que nos cuesta esfuerzo,..""Aún no leí el libro, pero lo pongo en cola: a veces, incluso en mi situación, no doy abasto.https://lnkd.in/d_HJn3kc",2 hours ago
📈 Maria Gialama 📊,3,,,"In 2023, you would be hard-pressed to find any industry that has not been impacted by, or that does not currently make use of, artificial intelligence or machine learning.#AIis constantly making the lives of human beings easier in both big and small ways.Online#chatbotsthat can answer basic customer support queries and make recommendations based on questions and answers to Alexa or Siri, making calls or starting our playlists.But what do we think will happen with AI in the next few years?#artificialintelligence",2 hours ago
Richard Dickson 💚🌍,4,4 comments,,"There is a lot of fear and trepidation around#communicatingthe#sustainabilityof businesses. 😨Of course, if done badly, it can damage#reputationsand brands, and result in accusations of#greenwashing, but if done well...that's another story. 😱Done effectively, it can create loyalty with existing customers, grow your audience, and help to attract investors and potential talent. 😀Fortunately, the amazingCarys Burtonhas taken a look at exactly this subject for her latestPlay It Green#guestpost! 👏Entitled: ""How to Communicate Sustainability Successfully"" it's a#mustreadfor businesses!👇👇👇Link in Comments👇👇👇Thanks, Carys! 😀#sustainablebusiness#sustainablechange#sustainablemarketing#bethechangeNatalie Fryer MCIMDane Smith-BurchnellSharon Spice (MA) (FCIM)Jenny TaylorEmma ( Em ) MelroseEthar A.Stuart CordingleyRobbie McGregorTom MaskillAlexa MartinezMegan IslinJulie HenehanJenny MorganCalum GrayNick ShepherdLynsey AspinallBogdan NiculescuHarry SirpalRichard S.",2 hours ago
Richard Dickson 💚🌍,4,4 comments,,"There is a lot of fear and trepidation around#communicatingthe#sustainabilityof businesses. 😨Of course, if done badly, it can damage#reputationsand brands, and result in accusations of#greenwashing, but if done well...that's another story. 😱Done effectively, it can create loyalty with existing customers, grow your audience, and help to attract investors and potential talent. 😀Fortunately, the amazingCarys Burtonhas taken a look at exactly this subject for her latestPlay It Green#guestpost! 👏Entitled: ""How to Communicate Sustainability Successfully"" it's a#mustreadfor businesses!👇👇👇Link in Comments👇👇👇Thanks, Carys! 😀#sustainablebusiness#sustainablechange#sustainablemarketing#bethechangeNatalie Fryer MCIMDane Smith-BurchnellSharon Spice (MA) (FCIM)Jenny TaylorEmma ( Em ) MelroseEthar A.Stuart CordingleyRobbie McGregorTom MaskillAlexa MartinezMegan IslinJulie HenehanJenny MorganCalum GrayNick ShepherdLynsey AspinallBogdan NiculescuHarry SirpalRichard S.",2 hours ago
🌟 Karen Roberts 🌟,1,1 comment,,Last Mondays 𝐬𝐡𝐨𝐰 𝐨𝐧 𝐌𝐢𝐧𝐭𝐰𝐚𝐯𝐞 𝐑𝐚𝐝𝐢𝐨https://lnkd.in/ecFJGNkpAsk Alexa for Mintwave radio𝐌𝐨𝐧𝐝𝐚𝐲 𝟐𝐩𝐦 𝐆𝐌𝐓 𝐀 𝐂𝐨𝐟𝐟𝐞𝐞 𝐖𝐢𝐭𝐡 𝐊𝐚𝐫𝐞𝐧EP #121 Healing from your storySpecial Guest Kimberly HenryKimberly is CEO/Founder of Million Dollar Memoirs. She went from corporate to helping you to write your life story and get it out to the world.,2 hours ago
Trina Persyn 🧃,18,3 comments,,"Alexa, play 'Stars Are Blind' byParis Hilton✨I've just started a new weekly series viaJuiced.where I'll be unpicking the personal brands of famous faces and seeing what we can learn from them 😋First up...Paris Hilton🫶Forget the ditzy blonde character you see on 'The Simple Life,' Paris is an intelligent and driven business owner and activist who we can all learn a lot from!I highly recommend you check out her documentary 'This is Paris' and have a watch of some of her interviews!What is something that you'll apply to your own personal brand? 💬And remember, ""That's hot!"" 😘----🧃 Hey, I’m Trina, founder of Juiced.✍️ I post about founder life, social media / personal branding tips & mental health🔔 Ring my bell so you don’t miss out on any posts!💌 Want to work with me? Drop me a DM or emailtrina@wearejuiced.co.uk#wearejuiced#personalbranding#parishilton",2 hours ago
Juiced.,1,,,"Alexa, play 'Stars Are Blind' by Paris Hilton  ✨Welcome to our new series where we'll be doing a juicy deep dive into the personal brands of celebrities, influencers and public figures 😋First up, the queen of Y2K herself:Paris Hilton💜We're sure she needs no introduction, but if you've been living under a rock, Paris is an heiress, socialite, business owner, singer, activist, author, investor, YouTuber and inventor of the 'selfie' - and much more! 😅Her personal brand has evolved over the years, and there's a lot we can learn from her! 👀Swipe to read more 👉Tell us something you learnt that you'll apply to your own personal brand 💬And remember, ""That's hot!"" 😘#wearejuiced#personalbranding#parishilton#personalbrandingtips",2 hours ago
Robin Haak,41,5 comments,,"Today is a memorable day for me. I am thrilled and keen to share my first investment withRobin Capital. I am grateful to partner with the Kombo Team:Alexander Kuebel,Niklas Higi,Fabian Rothfuß, andAike Hillbrandsto support them on their journey. They are building integrations, so you don't have to—unified APIs to unlock an ever-growing suite of HR and ATS integrations.I am glad I am close to this vertical and can support the front line. Alike delighted to work with fellow entrepreneurs, venture capitalists, and peers from the HR Tech world, such asBrad Flora(ParterY Combinator),Bernhard Janke(Partner468 Capital),Paul Forster(Co-Founder / CEOIndeed.com),Sultan Murad Saidov(Co-Founder and PresidentBeamery),Carsten Thoma(Co-FounderSAP Hybris),Sebastian Dettmers(CEOStepStone),Jean-Denis Greze(CTOPlaid),Tido Carriero(Former CPOSegment),Sidharth Kakkar(Co-Founder, CEO Freckle Education),Humberto Ayres Pereira(CEO Rows) and more.https://lnkd.in/ewUJG7hA",2 hours ago
Scott Freeman,3,,,#davinciresolve#roundtrip#project#aaf#edl#relink#link#tutorial#conform#metadata#essence#metadatacomposition#VAM#CTM#postproduction#cloud#innovation#alexa#red,2 hours ago
IMILAB,2,,,"IMILAB Smart Video Doorbell protects your home day and night. Never worry about lost packages again. 🏡Thanks for the detailed review from @TechOffside. ❤️https://lnkd.in/gwcn5XYM✅Instant Alert✅4MP/2.5K Superior Vision✅5200mAh Battery, 1 Charge =6 Months✅150° Wide Field of View✅60s Easy Installation✅Work with Google Assistant and Amazon Alexa✅Local MicroSD Card Storage (up to 256GB) & Could Storage✅FREE 30-day Cloud Storage for 3 Months_#imilab#imilabdoorbell#imilabsmartdoorbell#smartdoorbell#doorbell#doorbellcamera#videodoorbell#wirelessdoorbell#securitydoorbell#SmartLife",2 hours ago
XR HUB Nürnberg,1,,,"Was ist eigentlich#DeepLearning? 🤔🧠 Deep Learning (DL /#DeepL) ist eine Form des maschinellen Lernens, die auf der Verwendung von künstlichen neuronalen Netzen (#KNNs) basiert. Dabei handelt es sich um ein Modell, das von der Funktionsweise des menschlichen Gehirns inspiriert ist.🧐 Die Technologie von Deep Learning wird häufig eingesetzt, um Muster in großen Datenmengen zu erkennen und vorherzusagen. Es hat Anwendungen in vielen Bereichen wie Bild- und Spracherkennung, Textanalyse, Automatisierung, Prozessoptimierung und sogar in der Medizin.👉🏼 Beispiele für Deep Learning-Anwendungen findet man unter anderem in selbstfahrende Autos, Sprachassistenten wie Siri oder Alexa, Gesichtserkennungssysteme in Smartphones und sogar in der Kunst. So hat ein KI-Algorithmus namens ""The Next Rembrandt"" ein Gemälde im Stil von#Rembrandterstellt, indem er eine große Anzahl von Rembrandt-Gemälden analysiert hat. ⇾https://lnkd.in/dTrSRn2🔎 Um in der Welt des Deep Learning arbeiten zu können, ist es wichtig, ein tiefes Verständnis der zugrunde liegenden Konzepte wie künstliche neuronale Netze, neuronale Architekturen, Optimierungsalgorithmen und Programmierung zu haben. Einige der beliebtesten Deep Learning-Frameworks sind#TensorFlow,#Keras,#PyTorchund#Caffe.ℹ️ Weitere Begriffserklärungen findest Du in unserem#XRWiki⇾https://lnkd.in/e5-QmnHmℹ️ℹ️ Weitere Informationen über XR-Veranstaltungen, -News oder -Fortbildungsmöglichkeiten in der#Metropolregionfindest Du hier ⇾https://www.xrhub-nue.de/#xrhub#xrhubnue#xrhubbavaria#technologie",2 hours ago
Moorat Praste,0,,,"boAt Xtend Smartwatch with Alexa Built-in, 1.69” HD Display, Multiple Watch Faces, Stress Monitor, Heart & SpO2 Monitoring, 14 Sports Modes, Sleep Monitor, 5 ATM & 7 Days Battery",2 hours ago
Alexa MIRANDA,1,,,,2 hours ago
Sajan Chacko,0,,,"Hurray has changed the meaning of computerized promoting.In 1996, some more web crawlers and devices like HotBot, LookSmart, and Alexa were dispatched.In 1997 first web-based media websiteSixdegrees.comwas dispatched and 1998 was the brilliant year for computerized promoting as Google was dispatched in this year.After this, numerous mainstream stages like LinkedIn, facebook, spotify, whatsapp and so on dispatched.The treat was another huge achievement in the field of advanced showcasing. The main treat was intended to record client propensities.The utilization of the treat has changed throughout the long term, and treats today are coded to offer advertisers an assortment of approaches to gather exacting client information.#students#workingprofessionals#enterpreneur#coaching#digitalmarketing#digitalmarketer#affiliatemarketing#affiliatemarketer",3 hours ago
Pride Road Ltd,0,,,"Would you like to be a guest on my Podcast, the Pride Road Architects Podcast? In it we talk about all things business and architecture, and I love talking to Entrepeneurs about their stories! Have a listen… On podbean.https://lnkd.in/gNg9XZw5On Spotify.https://lnkd.in/eNNz_wEQOr ask Alexa to play the Pride Road Architects’ Podcast Or watch on YouTubehttps://lnkd.in/eMGHQw8rOr read about guests here.https://lnkd.in/ebSg3VqH. If you would like to be a guest, please click the link.https://lnkd.in/eFAWX7zV",3 hours ago
Lisa Raynes RIBA,3,,,"Would you like to be a guest on my Podcast, the Pride Road Architects Podcast? In it we talk about all things business and architecture, and I love talking to Entrepeneurs about their stories! Have a listen… On podbean.https://lnkd.in/geTZzr4TOn Spotify.https://lnkd.in/eX3whU4yOr ask Alexa to play the Pride Road Architects’ Podcast Or watch on YouTubehttps://lnkd.in/eENWXBmbOr read about guests here.https://lnkd.in/eT-ZgZ74. If you would like to be a guest, please click the link.https://lnkd.in/egJ4JJZe",3 hours ago
Esteban Guasch,0,,,"Esta cámara inteligente es la opción perfecta para no perder de vista tu hogar o negocio, sin incrementar tu consumo energético mensual. Gracias al panel solar, no tendrás que preocuparte por cambiar la batería o tener que enchufar la cámara a la corriente eléctrica. Además, la tecnología de detección de movimiento y las notificaciones en tiempo real te permiten estar al tanto de lo que sucede en todo momento, incluso cuando no estás en casa.No te pierdas ni un momento, incluso en la oscuridad. La cámara está equipada con visión nocturna y grabación de video en la nube (requiere suscripción de pago), para que puedas acceder a las grabaciones desde cualquier lugar con acceso a Internet. Y lo mejor de todo es que no tendrás que preocuparte por la seguridad de tus datos, ya que todas las grabaciones están protegidas con cifrado de extremo a extremo.Puedes controlar la camara exterior con nuestra app muvit iO, no obstante es compatible con la app ""Tuya"". Tambien es compatible con Alexa, Siri Shortcut ya Google Home.Ya disponible enhttps://lnkd.in/dpe-uHmb",3 hours ago
Alexa Metzger,4,,,Please check out a great job opportunity at PayPal in the EU Credit Legal Teamhttps://lnkd.in/eeSaTK43,3 hours ago
vinny Lip,0,,,,3 hours ago
david mcqueen,2,,,"HEALTHY AI SKEPTICISMArtificial Intelligence (AI) has shaped a way many of us navigate technology. From speech recognition to search engines.Beyond the hype of tools like ChatGTP and Dall-E, or software like Alexa and Siri, I have always been intrigued by not just the models and languages used across various forms of AI, but the ethics behind how this intelligence is created, distributed and who has the major ownership on how most of AI is rolled out and to what ends.Tech Won't Save Us has become one of the most intriguing podcasts I listen to regularly, and on the most recent episode, Dan McQuillan,  a Lecturer in Creative and Social Computing at Goldsmiths, University of London and  author of Resisting AI: An Anti-fascist Approach to Artificial Intelligence, breaks down his own skepticism around how we embrace AI.Some good nuggets and questions that we should we be asking before we drink the cool aid of  jumping on another tech bandwagon without thinking it through.",3 hours ago
stefania marra,1,,,"Viviamo in un mondo tecnologicamente sempre più complesso, e questo è un fatto. È un fatto con cui fare i conti: nascondere la testa sotto la sabbia dichiarando una presunta incapacità, atteggiamento comune tra noi boomer, è forse solo una forma di pigrizia mentale che, attenzione, può causarci delle conseguenze. La sicurezza è di certo il punto più sensibile. Come noto, la tecnologia non è ""buona"" o ""cattiva"", dipende tutto da come la si gestisce. E senza la conoscenza è impossibile la comprensione e la gestione di questo fantastico potenziale chiamato internet delle cose.Vi invito quindi a leggere questo lunghissimo articolo, scritto con estrema chiarezza, con l'auspicio che sia il punto di partenza di un rapporto più consapevole col vostro orologio o la vostra alexa.",3 hours ago
Marc Roby,39,3 comments,2 reposts,"Alexa, what does the ‘Dream Team’ look like? ⭐️As a company that doesn’t have offices, we all work from home. That means that we don’t get those ‘water cooler’ chats and debriefs on Love Island each morning that are second nature in an office environment.Back in 2019 I would be out on meetings 3-4 days a week and now my calendar is almost exclusively full of virtual meetings.These two things should make my working life a little more detached and lonely, but that couldn’t be further from the truth 💙It isn’t the case because of the people I’m lucky enough to work with. I would back each and every one of the humans to the hills, and days like yesterday only make our common goal even stronger 💪🏻I’m excited to see what we can all achieve together….although next time we aren’t letting someone who played professional darts from 2014 to 2017 pick the activity 🎯😂🔥Freddie Harle⭐️Helen Smith🐰Kieron Hookway🐟Andrew Fish🧨Dani Chamberlain☄️Sam Williams⚡️Charlotte Garside💣Beth Enness (Murrell)👸🏻Sam Roby 👶🏻 Cali(It still blows my mind how many of us there are now 🤯)",3 hours ago
Tom Rogerson,16,10 comments,1 repost,"Clunk, click! Scream if you want to go faster1) At what speed are we travelling towards the singularity?2) Where are we on the exponential curve of digital change now?3) How is education going to step up?4) Is the state school or private school industry swift-footed enough to keep up with the daily quantum digital changes?5) Where can Luddites find the looms in 2023?6) How fast can a school pivot?7) Do the nay-sayers have enough of a voice?8) Is it too late to debate the ethics and morals behind AI code?9) Is AI good?10) Can you shut Pandora’s Box?11) Is the only way to avoid the seemingly possible demise of humans at the hands of errant AI code to pull the plug now?12) How fast is too fast?13) Hey Alexa, how much does it cost to live in a cave?14) Hey Siri, how much does it cost to live on Mars?15) Hey Google, what does a ‘digital seatbelt’ look like?#screamifyouwanttogofaster—Chat GPT4 is already out and it can do extraordinary things:• Sam Altman - founder of OpenAI - talks about what’s coming down the line:https://lnkd.in/eNccNGGD• Another piece on Chat GPT4:https://lnkd.in/erJPMWvT- Very quick summary of Chat GPT capabilities:https://lnkd.in/eRUkd5yA—Meanwhile Br-effects-xit, war, cost-of-living crises take centre stage. Can’t we get Chat GPT4 to sort it all out?#ai#digital#singularity#education#school#change#ethicsIrfan H Latif FRSASam Rogerson, MBAWill Orr-EwingJulie RobinsonAndrew NottChristopher KingRobin FletcherAileen KaneCamilla Van PraaghTori CadoganClaudia DudmanAntonia MayHarriet CottrellDavid Wellesley WesleyEve Jardine-Young DLSimon Smith FRSA MCCTSimon SinekElaine C Walker BSc, MScJonnie NoakesSimon NoakesEmma Lee-PotterIrena Barker",3 hours ago
Tom Rogerson,16,10 comments,1 repost,"Clunk, click! Scream if you want to go faster1) At what speed are we travelling towards the singularity?2) Where are we on the exponential curve of digital change now?3) How is education going to step up?4) Is the state school or private school industry swift-footed enough to keep up with the daily quantum digital changes?5) Where can Luddites find the looms in 2023?6) How fast can a school pivot?7) Do the nay-sayers have enough of a voice?8) Is it too late to debate the ethics and morals behind AI code?9) Is AI good?10) Can you shut Pandora’s Box?11) Is the only way to avoid the seemingly possible demise of humans at the hands of errant AI code to pull the plug now?12) How fast is too fast?13) Hey Alexa, how much does it cost to live in a cave?14) Hey Siri, how much does it cost to live on Mars?15) Hey Google, what does a ‘digital seatbelt’ look like?#screamifyouwanttogofaster—Chat GPT4 is already out and it can do extraordinary things:• Sam Altman - founder of OpenAI - talks about what’s coming down the line:https://lnkd.in/eNccNGGD• Another piece on Chat GPT4:https://lnkd.in/erJPMWvT- Very quick summary of Chat GPT capabilities:https://lnkd.in/eRUkd5yA—Meanwhile Br-effects-xit, war, cost-of-living crises take centre stage. Can’t we get Chat GPT4 to sort it all out?#ai#digital#singularity#education#school#change#ethicsIrfan H Latif FRSASam Rogerson, MBAWill Orr-EwingJulie RobinsonAndrew NottChristopher KingRobin FletcherAileen KaneCamilla Van PraaghTori CadoganClaudia DudmanAntonia MayHarriet CottrellDavid Wellesley WesleyEve Jardine-Young DLSimon Smith FRSA MCCTSimon SinekElaine C Walker BSc, MScJonnie NoakesSimon NoakesEmma Lee-PotterIrena Barker",3 hours ago
Grace Zeng,0,,,"* RGB+CCT tuya smart bulb, support 16 million colors, makes your life more colorful.* Alexa + google home voice control.* Free app control, turn on / off smart bulb anytime anywhere.* Support timer function.*#smartlighting#tuyasmart bulb # smart manufacturer.",3 hours ago
Sajan Chacko,0,,,"Hurray has changed the meaning of computerized promoting.In 1996, some more web crawlers and devices like HotBot, LookSmart, and Alexa were dispatched.In 1997 first web-based media websiteSixdegrees.comwas dispatched and 1998 was the brilliant year for computerized promoting as Google was dispatched in this year.After this, numerous mainstream stages like LinkedIn, facebook, spotify, whatsapp and so on dispatched.The treat was another huge achievement in the field of advanced showcasing. The main treat was intended to record client propensities.The utilization of the treat has changed throughout the long term, and treats today are coded to offer advertisers an assortment of approaches to gather exacting client information.#students#workingprofessionals#enterpreneur#coaching#digitalmarketing#digitalmarketer#affiliatemarketing#affiliatemarketer",3 hours ago
MentorMind,1,,,"Do you know the demand for Alexa and Google Smart Home solutions? 📱Are people open to buy other smart home devices too? 🤔💡 Menternship Alert!Market research is the foundation of any successful business strategy. Without a deep understanding of your target audience and market trends, you're flying blind. 🚀Here's the Menternship: 💯Learn the A to Z of market research by doing one real industry research project under a mentor guidance! 🤩You will conduct a thorough research of the targeted users and analyse competitors to forecast the probable demand for smart home automation! ✅AtMentorMind, we offer students mentored, virtual and company-certified work experiences called Menternships. Exploring a Menternship is like exploring an area of work in a career field - while being guided by mentors from the industry! 🤩#menternship#mentormind#explore#career#students",3 hours ago
Alison Mulford,6,,1 repost,"I’ve got a tongue twister for you…Forget picking pecks of pickled peppers…Here goes…Do you want me to divulge how you double the difference you make with a donation to Demelza by doing nothing differently?Yes?Set your reminder, your timer, your alarm, your Alexa for 10am on Sunday 26th and head back here! Simple! ⏰👍🏻",3 hours ago
Joshua Rao,12,,1 repost,"It was a great afternoon spent withthe Field.jobsteam discussing how the#talentcommunitycan breakdown misconceptions, challenge the unconscious bias, and create real, meaningful employment opportunities for people with disability.My biggest take away was that over the last 28 years, there have been many changes enhancing peoples accessibility to employment (to name a few):-the internet-siri and alexa-screen readers-physical accessibility in and around buildings-virtual meeting spaces-greater awareness on the fact that disability can be seen and unseenHowever, the unemployment rate for people with a disability has continued to remain unchanged (for 28 years) 🤯There is a significant talent pool here that is being unnoticed and underutilised. This is time for action! This is wherethe Field.jobscomes in. More details on thefield can be viewed here:https://lnkd.in/gfUVxRrtBen Pettingill/Joel Sardi- I don’t need to tell you how amazing it was to hear from you both! It was incredibly insightful and engaging! Thank you 💚Thank you toREA Groupfor hosting us, as well as our clients and partners in attendance!#disability#ability#thefield#recruitmentSelina PickardCourtney MahonRhea RealoAruzhan ZhangabayevaChristian LaneDavid Parfitt",3 hours ago
Evil Geniuses,18,,3 reposts,There's nothing more Genius than tinymakesthings' artisan keycaps—learn about her journey into the custom keyboard scene in thisThe Vergepodcast! ⌨️✨https://lnkd.in/gDArKh2D,
Ahmadreza Sazegarnejad,5,,,"There is a lot to discuss about ethical AI, this is a simple one:From the text:“When you text your friend a joke and they reply with three tears-of-joy emojis, your body responds with endorphins and oxytocin as you revel in the knowledge that your friend is amused.Our instinctive reaction to AI-generated emojis is likely to be the same, even though there is no human emotion at the other end. We can be deceived into responding to, and feeling empathy for, an inanimate object.”And also:“My worry is that, without appropriate safeguards, such technology could undermine people’s autonomy. AIs that ‘emote’ could induce us to make harmful mistakes by harnessing the power of our empathic responses. The dangers are already apparent. When one ten-year-old asked Amazon’s Alexa for a challenge, it told her to touch a penny to a live electrical outlet. Luckily, the girl didn’t follow Alexa’s advice, but a generative AI could be much more persuasive. Less dramatically, an AI could shame you into buying an expensive product you don’t want. You might think that would never happen to you, but a 2021 study found that people consistently underestimated how susceptible they were to misinformation.”",3 hours ago
