Name,Reactions,Comments,Reposts,Content,Date
Dave W.,5,1 comment,,"“The safety pilot can disconnect a system and revert the aircraft to manual flying, but otherwise doesn’t do anything but monitor the system. It’s a very boring job,” Piette explains.What good pilot in their right mind would want this? Maybe out of desperation? Think of it this way, if the pilot experience is dumbed down like this, when someone needs to take over, will we have the ""best and most skilled"" operators there to save our lives? And what about skill atrophy?The industry needs to look at how they craft the pilot experience. Experience design is not just for passengers.Think about it. People pay good money for good experiences. If you craft the right experience for pilots, that becomes part of the pay model, or what they get in return for working that job. You attract the people you want to fly by how you craft that experience.Who do you think will want this experience?Who do you want saving your life or your loved ones when things don't go right? (Don't say it won't happen. Think Tesla ""autopilot"")#experiencedesign#humanexperience#autonomy#autonomous#flying#pilotlife#futuremobility",3 days ago
Foli Julius,2,,,omg,3 days ago
Garal Das,13,,2 reposts,"#Illustrated#MachineLearning: CS 229 ―#StanfordSource :https://lnkd.in/dGQaKcMJ""My twin brother Afshine and I created this set of illustrated Machine Learning cheatsheets covering the content of the CS 229 class, which I TA-ed in Fall 2018 at Stanford.They can (hopefully!) be#Usefulto all future students of this course as well as to#Anyoneelse interested in#MachineLearning.""https://lnkd.in/dmjCSVPC) :https://lnkd.in/d5sgRP2Z)#Learning#Ai#DROP#EVERYTHINGand#FOCUS#ENTIRELYon#AI""Emad Mostaque : StabilityAI CEO :https://lnkd.in/d5sgRP2Z)Source Video :https://lnkd.in/d-ssHztW:https://lnkd.in/gDieB9aBhttps://lnkd.in/dU_TnjyQ) : 03/03/2023#Understanding#ChatGPT&#Howit#Works. : Easy & Simple Way:https://lnkd.in/dv7rBmsP:#NeuralNetworks#Hate#Text:https://lnkd.in/dQXQWxqv)What is#Artificial#Intelligence#Classification?https://lnkd.in/dfcKmRY4https://lnkd.in/dhs4dGAB) :#AIin#Sixty#Seconds: 10/06/22#Futureof#AIis#Software#Story][#LEARNING#AI:#MIT& OTHERShttps://lnkd.in/gFeTe-hE)https://lnkd.in/dQniMctb) : Feb 11, 2023#FreeCourse :#MIT:Introduction to#DataCentric#AI::https://lnkd.in/dRGUYGeg: Video :https://lnkd.in/dj9vn9DB:]https://lnkd.in/dekbH5xx) : 17/02/2023 :""#Understanding#DeepLearning""BY : Simon J.D. Prince518pgs PDF :https://lnkd.in/dt8mFtgB:https://lnkd.in/dtHcw7w2https://lnkd.in/dMbJVdBj)45pgs : ChatGPT, LLMs and RLHFChallenges and opportunitieshttps://lnkd.in/deXPciXE)Here is how#ChatGPT#Builtmy#Code: 16pgs PDF :Source :#SantiagoValdarrama :https://lnkd.in/dEKxJQ-q[#Howto start with#MachineLearning.https://lnkd.in/gu5tUQuB:https://lnkd.in/gKJbaazTWant to start with#MachineLearning? Don't start learning#Math.Santiago Valdarramahttps://lnkd.in/dtu9E7xE) :""#Ignorethis at your#Ownperil.""""#AIwill not#Replaceyou. A person using AI will.""][https://lnkd.in/dvMFTzzX)Let's#Build#GPT: from#Scratch, in Code, Spelled out.The Famous#AndrejKarpathy: Ex#Tesla#AutoPilot: Jan 17, 2023Always makes ""Complex Things look Very Simple"".https://lnkd.in/dbYZv9Ap: 42min. :#AndrejKarpathy- Full Self-Driving Autopilot -""PHD from STANFORD is not IMPORTANT"" : Elon MuskTesla Autonomy Day 2019 / AI DAY 2021 / 2022https://lnkd.in/dyaupEaz:https://lnkd.in/diurZi-7:https://lnkd.in/dcATkesb]https://lnkd.in/dVZRz87Y) : 28/12/2022Cramming:#Traininga#Language#Modelon a#Single#GPUin#OneDaySource :https://lnkd.in/dBFsAXDn:https://lnkd.in/dU-FyJba",3 days ago
Tech On Wheels,1,,,"The National Highway Traffic Safety Administration (NHTSA) in the United States has launched an investigation into Tesla’s Model Y SUV after two complaints were made regarding the steering wheels coming off while driving. The probe will cover an estimated 120,000 vehicles from the 2023 model year. The NHTSA stated that both incidents happened while the SUVs had low mileage, and in both cases, the Model Ys were delivered with a missing bolt that holds the wheel to the steering column. A friction fit held the steering wheels on, but they separated when force was exerted while the SUVs were being driven. This latest issue adds to a long list of problems that Tesla is experiencing with the US road safety agency, including investigations into the “Autopilot” driver-assist system crashing into parked emergency vehicles, problems with suspensions, and sudden braking.www.techonwheels.co.nz#Tesla#ModelY#steeringwheel#safety#NHTSA#investigation#autoindustry#autopilot#roadsafety#recalls#administration",4 days ago
Sam Liang,48,1 comment,,"Despite the Tahoe snow blizzard, Elon Musk'sTesla#Autopilotworked amazingly well on the snowy highway 50 on my trip to Heavenly. It really reduced my driving fatigue.Well, you probably spend way more hours sitting in meetings all day than driving. How to reduce yourZoomfatigue? You probably want to check out something even better,#OtterPilotwhich takes automatic meeting notes and gives you automatic meeting summaries, and captures all the presentation slides effortlessly.Checkouthttps://lnkd.in/gd66Y6nQatOtter.ai",4 days ago
Jay Choi,1,,,"Are you thinking about getting an electric car? I highly recommend Tesla Model 3! This game-changing vehicle has set a new standard for electric cars in terms of performance, range, technology, and sustainability.In my latest blog article, I dive deep into the features and benefits of the Tesla Model 3 and explore why it has been such a popular choice for those seeking a high-quality electric car. From its instant torque and exceptional handling to its impressive range and advanced Autopilot system, the Model 3 is truly a joy to drive.Not to mention, the Model 3 has received the highest safety score from several independent safety rating organizations, making it a top choice for those who prioritize safety on the road. And with its sleek design and commitment to sustainability, the Model 3 is not only a great car to drive, but also a great car for the planet.Read my article to learn more.https://lnkd.in/gH_7A-4d#TeslaModel3#ElectricCars#Sustainability#BestEV",4 days ago
vitte valerie,0,,,,4 days ago
Rick Craine,5,,,"Sorry to burst your bubble Tesla owners, but what you have is NOT autopilot. It’s level 2, same as all other manufactures that don’t exadurate it’s capability.This is the real version of what Elon has false promised.#tesla#mbusa#selfdrivingcars",4 days ago
Sam Abuelsamid,58,5 comments,3 reposts,Time for your regular reminder that their are no vehicles for sale from any manufacturer that are capable of safely and reliably driving themselves without a human ready to take control at any moment. I spoke withDan Kermanfrom KRON 4 about the latest fatalTeslacrash where a driver using autopilot died after running into a fire truck attending a previous crash.https://lnkd.in/g6RZGQcK,4 days ago
Madhav Trivedi,2,,,"𝐍𝐨 𝐝𝐫𝐢𝐯𝐞𝐫 𝐍𝐨 𝐩𝐫𝐨𝐛𝐥𝐞𝐦This Robotaxi is successfully driving for the first time on the roads of Foster City, CaliforniaZooxis an autonomous company founded in the year 2014 giving the shocking services owned byAmazonwhich can travel up to 35 miles/hr, considering safety purposesAicha Evan, CEO IZooxour culture I very transparent we don't sell miracles to employees that's not how we roll here, they apprehend and understand 𝐢𝐭 𝐢𝐬 𝐨𝐮𝐫 𝐟𝐢𝐫𝐬𝐭 𝐬𝐭𝐞𝐩nobody gives away a car, come out here and even if in the future we launch at the broadening scale, we will be with the currency men which addresses mobility of men and eventually makes it as the personal &#individualcar ownership, walking bicycle motive is an additional mode of transportation which is the segment we current feel too forty serveWhere there are speed limits of 45 miles/hr even in the quick angles quicker, use on#saturdaysand#sundaysand not during the bad weatherAicha Evan, CEO IZoox:Julia, 𝐚𝐬 𝐬𝐚𝐟𝐞𝐭𝐲 𝐢𝐬 𝐟𝐨𝐮𝐧𝐝𝐚𝐭𝐢𝐨𝐧𝐚𝐥 and without critical safety, we don't just mean qualitative safety, We mean quantitative safety case so there is the notion of what called 𝘖𝘋𝘋 (𝘖𝘱𝘦𝘳𝘢𝘵𝘪𝘰𝘯𝘢𝘭 𝘋𝘦𝘴𝘪𝘨𝘯 𝘋𝘰𝘮𝘢𝘪𝘯) and what you can expect is what you called a tiny step then small, medium then large step by the time we shuttle our employees expand in the string and you see more expansion of more ODD and then every few months are lot more expansion but the goal is rain - night-time, stay-time, snow is going to take a while which is a way more complicated application in the urban environment and it is the urban area where the demand is..Julia Chatterley| NEWS Journalist,CNNthere is no driver, no brake, no steering wheel, takingTeslaexample a vehicle which can be driven but also has an autopilot feature and mode - you have created which 𝐰𝐢𝐥𝐥 𝐧𝐞𝐯𝐞𝐫 𝐡𝐚𝐯𝐞 𝐚 𝐝𝐫𝐢𝐯𝐞𝐫 𝐚𝐧𝐝 𝐍𝐞𝐯𝐞𝐫 𝐡𝐚𝐯𝐞 𝐚 𝐛𝐫𝐞𝐚𝐤, where you entered the market before time! Fundamentally, an auto, autonomous vehicle correct?Aicha Evan, CEO IZooxIt is a transportation Robot, but it is not a car, many different times it uses a lot of things that are similar to the car but is not a car & we need the future of transportation, especially in the major & primary cities yes, we do not want to think about driving when you are travelling in the#robotreview process science monthsWe had been working with the regular authority agency at federal, state, and local levels for multiple years, WeZooxknew we are going to the ultimate solution which is essentially a Robotaxi with 𝐧𝐨 𝐦𝐚𝐧𝐮𝐚𝐥 𝐜𝐨𝐧𝐭𝐫𝐨𝐥 𝐩𝐮𝐫𝐩𝐨𝐬𝐞 building exactly as this we know we are physically innovating & changing the landscape to take the Adit test to make it public & official on-roadMadhav Trivedi&Julia Chatterleyhttps://lnkd.in/dkcyrdTt.https://lnkd.in/ea8d-FThttps://lnkd.in/dPN3MA78",4 days ago
Werner Happenhofer,17,,,"Will be intersting what Academia has to tell us about AD. 5 years ago, the hype was high that significant enhanced (semi)automated driving features will be standard in 5 years and plenty of Robotaxis will be deployed around the globe. Reality has kicked in after many startups have skimmed the sweet dollars of investors but nevertheless failed to deliver. Robotaxis are still very rare and need significant manual help to maneuver - there are plenty of YouTube videos out there to enjoy some fun moments. Tesla is being heavily investigated by NHTSA and recently has been keen to announce over and over again that its FSD and Autopilot System is just a SAE level 2 system.I will be attending.#autonomousvehicles#adas#functionalsafety#mobilitytransformation#productsforpeople",4 days ago
Javon Greaves,0,,,,5 days ago
Rabatt-Auto,0,,,,5 days ago
Robert (Rob) S.,0,,,Autopilot Engage: Regulators probe Tesla for steering wheels that come clean off.,5 days ago
Garal Das,18,,,"https://lnkd.in/diPBzP9Y)""#DROP#EVERYTHINGand#FOCUS#ENTIRELYon#AI""ai in#AI: AI in#Chip#Designing: AI in#Coding& MOREhttps://lnkd.in/dcQvaWFX) :https://lnkd.in/dW8NEb6d) :https://lnkd.in/dmjCSVPC) :https://lnkd.in/eww96k2w)https://lnkd.in/dmjCSVPC) :https://lnkd.in/d5sgRP2Z)#Learning#Aihttps://lnkd.in/dcQvaWFX)#AIin#Coding9 WAYS to use CHATGPT : for those who write#Code:& MOREhttps://lnkd.in/dB5qQh-k)2.10min : Github#Copilot& Andrej Karpathy (80% ProductivityImprovement in Coding)]Github#Copilot:https://lnkd.in/dVfDipYn""#Languageis the new#UI""https://www.moveworks.com/https://lnkd.in/driKSUn2)Varun SinghFounder and Vice President, Product at Moveworks""#Watsonwon#Jeopardy, so how come it didn't get us a great chatbot before#ChatGPT? A lesson for#Tech#Leaders.""https://lnkd.in/dU_TnjyQ) : 03/03/2023#Understanding#ChatGPT&#Howit#Works. : Easy & Simple Way:https://lnkd.in/dv7rBmsP:#NeuralNetworks#Hate#Text:https://lnkd.in/deXPciXE)Here is how#ChatGPT#Builtmy#Code: 16pgs PDF :Source :#SantiagoValdarrama :https://lnkd.in/dEKxJQ-qhttps://lnkd.in/dQniMctb) : Feb 11, 2023#FreeCourse :#MIT:Introduction to#DataCentric#AI::https://lnkd.in/dRGUYGeg: Video :https://lnkd.in/dj9vn9DB:https://lnkd.in/dekbH5xx) : 17/02/2023 :""#Understanding#DeepLearning""BYSimon J.D. Prince518pgs PDF :https://lnkd.in/dt8mFtgB:https://lnkd.in/dtHcw7w2[https://lnkd.in/dvMFTzzX)Let's#Build#GPT: from#Scratch, in Code, Spelled out.The Famous#AndrejKarpathy: Ex#Tesla#AutoPilot: Jan 17, 2023Always makes ""Complex Things look Very Simple"".https://lnkd.in/dbYZv9Ap: 42min. :#AndrejKarpathy- Full Self-Driving Autopilot -""PHD from STANFORD is not IMPORTANT"" : Elon MuskTesla Autonomy Day 2019 / AI DAY 2021 / 2022https://lnkd.in/dyaupEaz:https://lnkd.in/diurZi-7:https://lnkd.in/dcATkesb]https://lnkd.in/dVZRz87Y) : 28/12/2022Cramming:#Traininga#Language#Modelon a#Single#GPUin#OneDaySource :https://lnkd.in/dBFsAXDn:https://lnkd.in/dU-FyJba[https://lnkd.in/d5sgRP2Z)#Democratising#AI: EXCEPTIONAL INTERVIEW for Anyone Interested in#AIor#AGI. : ......#EmadMostaque: the Legend behind#StableDiffusion:https://lnkd.in/dbdzrr4m: Dec 2, 2022IT APPEARS LIKE A BENCHMARK TO JUDGE OTHERS IN THE FIELD OF AI.]https://lnkd.in/dSPCPfs830 ways to use ChatGPT for Finance",5 days ago
Ms.Carmen PlatinumVoice PR,0,,,"US probes Tesla Autopilot, steering wheels that can come off",5 days ago
Michael DeKort,18,4 comments,,"New SAE Autonomous Vehicle Engineering magazine article shows the industry echo chamber is still saying Tesla is the only AV maker with significant problems despite the truth and accelerating bankruptciesGood on the editor Bill Visnic for giving me and the truth a voiceNotice Missy Cummings, and particularly Sam Abuelsamid, are ignore my POV and are helping drive the hype and mislead the public. No one else on the planet has said the vast majority of what I have been saying here. And doing so for over five years. I clearly state the root causes of the industry's recklessness and collapse. And how to fix them.Will there be one AV maker with leadership courageous and competent enough to right their ship?https://lnkd.in/d_HkXJnJ#tesla#elonmusk#driverlesscars#driverlesscars#driverless#autonomousvehicles#selfdrivingcars#autonomous#autonomousdriving#selfdriving#adas#autonomousvehicle#driverlessvehicles#teslamotors#autopilot#autonomouscar#nhtsa#ntsb#AI#machinelearning#waymo#artificialintelligence#machinelearning#deeplearning#waymo",5 days ago
Brian Streit,2,1 comment,,"Does anyone else remember 4ish years ago when#elonmusksaid#teslavehicles with#autopilotwould be doing driverless#ridesharewithin 2 years, making money for vehicle owners while they’re at work or asleep?",5 days ago
Garal Das,1,,,"https://lnkd.in/diPBzP9Y)""#DROP#EVERYTHINGand#FOCUS#ENTIRELYon#AI""ai in#AI: AI in#Chip#Designing: AI in#Coding& MOREhttps://lnkd.in/dcQvaWFX) :https://lnkd.in/dW8NEb6d) :https://lnkd.in/dmjCSVPC) :https://lnkd.in/eww96k2w)https://lnkd.in/dmjCSVPC) :https://lnkd.in/d5sgRP2Z)#Learning#Aihttps://lnkd.in/dcQvaWFX)#AIin#Coding9 WAYS to use CHATGPT : for those who write#Code:& MOREhttps://lnkd.in/dB5qQh-k)2.10min : Github#Copilot& Andrej Karpathy (80% ProductivityImprovement in Coding)]Github#Copilot:https://lnkd.in/dVfDipYn""#Languageis the new#UI""https://www.moveworks.com/https://lnkd.in/driKSUn2)Varun SinghFounder and Vice President, Product at Moveworks""#Watsonwon#Jeopardy, so how come it didn't get us a great chatbot before#ChatGPT? A lesson for#Tech#Leaders.""https://lnkd.in/dU_TnjyQ) : 03/03/2023#Understanding#ChatGPT&#Howit#Works. : Easy & Simple Way:https://lnkd.in/dv7rBmsP:#NeuralNetworks#Hate#Text:https://lnkd.in/deXPciXE)Here is how#ChatGPT#Builtmy#Code: 16pgs PDF :Source :#SantiagoValdarrama :https://lnkd.in/dEKxJQ-qhttps://lnkd.in/dQniMctb) : Feb 11, 2023#FreeCourse :#MIT:Introduction to#DataCentric#AI::https://lnkd.in/dRGUYGeg: Video :https://lnkd.in/dj9vn9DB:https://lnkd.in/dekbH5xx) : 17/02/2023 :""#Understanding#DeepLearning""BYSimon J.D. Prince518pgs PDF :https://lnkd.in/dt8mFtgB:https://lnkd.in/dtHcw7w2[https://lnkd.in/dvMFTzzX)Let's#Build#GPT: from#Scratch, in Code, Spelled out.The Famous#AndrejKarpathy: Ex#Tesla#AutoPilot: Jan 17, 2023Always makes ""Complex Things look Very Simple"".https://lnkd.in/dbYZv9Ap: 42min. :#AndrejKarpathy- Full Self-Driving Autopilot -""PHD from STANFORD is not IMPORTANT"" : Elon MuskTesla Autonomy Day 2019 / AI DAY 2021 / 2022https://lnkd.in/dyaupEaz:https://lnkd.in/diurZi-7:https://lnkd.in/dcATkesb]https://lnkd.in/dVZRz87Y) : 28/12/2022Cramming:#Traininga#Language#Modelon a#Single#GPUin#OneDaySource :https://lnkd.in/dBFsAXDn:https://lnkd.in/dU-FyJba[https://lnkd.in/d5sgRP2Z)#Democratising#AI: EXCEPTIONAL INTERVIEW for Anyone Interested in#AIor#AGI. : ......#EmadMostaque: the Legend behind#StableDiffusion:https://lnkd.in/dbdzrr4m: Dec 2, 2022IT APPEARS LIKE A BENCHMARK TO JUDGE OTHERS IN THE FIELD OF AI.]https://lnkd.in/dSPCPfs830 ways to use ChatGPT for Finance",5 days ago
The Register,0,,,,5 days ago
LucidQuest,0,,,Map: These 16 Tesla crashes are part of a federalinvestigation into Autopilot  >>>lqventures.com#digitalhealth#socialmedia#digitalmarketing#industry40#AI#healthtech#IoT#mhealth,5 days ago
United Services for Children,1,,,"https://lnkd.in/gvzk6rsyFORE the Children returns Friday, May 19, 2023, at Bear Creek Golf Club in Wentzville. Join us for this 28th annual golf tournament to benefit United Services for Children. Register now to be part of this fun tournament that helps fund life-changing therapy and education for children with developmental disabilities and delays.The format will be a four-person scramble with mens, ladies and mixed teams. Check-in begins at 7:30 a.m. with shotgun start at 8:30 a.m.Back by popular demand, the winner of the ""closest to the pin"" contest will enjoy a weekend driving a Tesla! Experience the quick acceleration, advanced technology and autopilot features of this cutting-edge vehicle!Register today atwww.FOREtheChildren.organd join us on the greens May 19!FORE the Children is presented by MRV Banks.",5 days ago
DAH Financial Consulting LLC,0,,,"NEWSWhat else is brewingTesla is being investigated by US safety regulators over steering wheels coming off in moving vehicles and a fatal crash involving its Autopilot feature.The Senate passed a resolution blocking a law that would have reduced penalties for some crimes in Washington, DC. It’s the first time Congress has overruled a DC law since 1991.A Missouri law barring police from enforcing federal gun laws was ruled unconstitutional. The state plans to appeal.Israeli activists called for a “day of resistance” today in opposition to a planned overhaul of the country’s judicial system. The US Secretary of Defense altered a planned trip due to the protests.Tucker Carlson may not be a big Donald Trump fan in private, new text messages made public in Dominion Voting Systems’s $1.6 billion lawsuit against Fox News show.#DAHFinancialConsultingLLC#MorningBrew#police#tesla#law#safety",5 days ago
Garal Das,10,1 comment,,"https://lnkd.in/diPBzP9Y)""#DROP#EVERYTHINGand#FOCUS#ENTIRELYon#AI""ai in#AI: AI in#Chip#Designing: AI in#Coding& MOREhttps://lnkd.in/dcQvaWFX) :https://lnkd.in/dW8NEb6d) :https://lnkd.in/dmjCSVPC) :https://lnkd.in/eww96k2w)https://lnkd.in/dmjCSVPC) :https://lnkd.in/d5sgRP2Z)#Learning#Aihttps://lnkd.in/dcQvaWFX)#AIin#Coding9 WAYS to use CHATGPT : for those who write#Code:& MOREhttps://lnkd.in/dB5qQh-k)2.10min : Github#Copilot& Andrej Karpathy (80% ProductivityImprovement in Coding)]Github#Copilot:https://lnkd.in/dVfDipYn""#Languageis the new#UI""https://www.moveworks.com/https://lnkd.in/driKSUn2)Varun SinghFounder and Vice President, Product at Moveworks""#Watsonwon#Jeopardy, so how come it didn't get us a great chatbot before#ChatGPT? A lesson for#Tech#Leaders.""https://lnkd.in/dU_TnjyQ) : 03/03/2023#Understanding#ChatGPT&#Howit#Works. : Easy & Simple Way:https://lnkd.in/dv7rBmsP:#NeuralNetworks#Hate#Text:https://lnkd.in/deXPciXE)Here is how#ChatGPT#Builtmy#Code: 16pgs PDF :Source :#SantiagoValdarrama :https://lnkd.in/dEKxJQ-qhttps://lnkd.in/dQniMctb) : Feb 11, 2023#FreeCourse :#MIT:Introduction to#DataCentric#AI::https://lnkd.in/dRGUYGeg: Video :https://lnkd.in/dj9vn9DB:https://lnkd.in/dekbH5xx) : 17/02/2023 :""#Understanding#DeepLearning""BYSimon J.D. Prince518pgs PDF :https://lnkd.in/dt8mFtgB:https://lnkd.in/dtHcw7w2[https://lnkd.in/dvMFTzzX)Let's#Build#GPT: from#Scratch, in Code, Spelled out.The Famous#AndrejKarpathy: Ex#Tesla#AutoPilot: Jan 17, 2023Always makes ""Complex Things look Very Simple"".https://lnkd.in/dbYZv9Ap: 42min. :#AndrejKarpathy- Full Self-Driving Autopilot -""PHD from STANFORD is not IMPORTANT"" : Elon MuskTesla Autonomy Day 2019 / AI DAY 2021 / 2022https://lnkd.in/dyaupEaz:https://lnkd.in/diurZi-7:https://lnkd.in/dcATkesb]https://lnkd.in/dVZRz87Y) : 28/12/2022Cramming:#Traininga#Language#Modelon a#Single#GPUin#OneDaySource :https://lnkd.in/dBFsAXDn:https://lnkd.in/dU-FyJba[https://lnkd.in/d5sgRP2Z)#Democratising#AI: EXCEPTIONAL INTERVIEW for Anyone Interested in#AIor#AGI. : ......#EmadMostaque: the Legend behind#StableDiffusion:https://lnkd.in/dbdzrr4m: Dec 2, 2022IT APPEARS LIKE A BENCHMARK TO JUDGE OTHERS IN THE FIELD OF AI.]https://lnkd.in/dCR-hsmk)#30waysto use#ChatGPTfor#Financehttps://lnkd.in/dSPCPfs8",5 days ago
Michael DeKort,21,5 comments,3 reposts,"Did the insurance industry just deal a death blow to the autonomous vehicle industry?“These systems can control the vehicle’s speed and steering. But they’re not now and may never be able to handle every situation that arises, so the driver must remain focused and ready to take over at all times,” Harkey said. “Unfortunately, human nature and the designs themselves make that extremely difficult.”If the insurance companies think this tech may may never exist or should be trusted, why would the public?How do these systems operate anywhere if they are not insured?If the industry does not resolve each of these issues and create a competent test whose results are released to the insurers and public, the situation will never be resolved.- Nascent GL/AGI - which means no inference. Which leads to an untenable pattern recognition workload. (Deep learning). The alternative here is rules based development, not classifying objects or trying to establish their movements. Which this domain cannot do due to the complexity.- Use of human Guinea pigs, many of which have to literally be sacrificed to train/test many crash cases- Relying on the real-world vs simulation for most development and testing- Use of inadequate gaming simulation technology vs that from aerospacehttps://lnkd.in/gyCWzDRV#tesla#elonmusk#driverlesscars#driverlesscars#driverless#autonomousvehicles#selfdrivingcars#autonomous#autonomousdriving#selfdriving#adas#autonomousvehicle#driverlessvehicles#teslamotors#autopilot#autonomouscar#nhtsa#ntsb#AI#machinelearning#waymo#artificialintelligence#machinelearning#deeplearning#waymo",5 days ago
Sebastian Hohenhoff,3,1 comment,,Why do you think#Autopilotvideos byTeslaare always taken in good weather and clear visibility? 🤔  Impressive what#DeepRoutecan do even in severe rain and snow weather conditions.𝘊𝘭𝘪𝘱:DeepRoute.ai𝘰𝘯#YouTube,5 days ago
tesland.de - das News-Portal für Tesla-Fans,0,,,Nordamerika: Tesla gibt Autopilot-Betaversion für alle Fahrer freihttps://lnkd.in/g5zCsGtu#contentautomation#news-stream#tesla,5 days ago
tesland.de - das News-Portal für Tesla-Fans,0,,,Nordamerika: Tesla gibt Autopilot-Betaversion für alle Fahrer freihttps://lnkd.in/g5zCsGtu#contentautomation#news-stream#tesla,5 days ago
Jeroen Brink,10,2 comments,1 repost,"Tesla Model 3 Long Range AWD 258kW2019, 53.814km, 1e eigenaar, NL-AutoFSD Autopilot, Premium Audio, afneembare trekhaak. 4% bijtelling tot 24-9-2024. BTW-auto. Financial lease ex BTW mogelijk. Kijk voor alle info opwww.signatuurauto.nl",5 days ago
Raúl Moreno.,10,,1 repost,"Cómo Tesla introdujo una cadena de suministro inteligente de vehículos eléctricos.⏹ El concepto de que los vehículos son dispositivos inteligentes es relativamente nuevo, y ha surgido en gran medida como resultado de las aportaciones de Tesla a la industria automovilística.✅  A medida que la industria se orienta hacia el ejemplo de Tesla de vehículos eléctricos que pueden actualizarse con una simple actualización de software es muy notable lo lejos que han llegado las cadenas de suministro de estos vehículos eléctricos inteligentes en su corta historia.✅ En términos generales se puede describir a los IEV como plataformas automovilísticas con capacidades inteligentes añadidas en comparación con el vehículo tradicional de motor de combustión interna (ICE).⏹ Estas capacidades pueden incluir muchos conceptos introducidos por Tesla, como una arquitectura eléctrica/electrónica centralizada (arquitectura E/E), una plataforma fácilmente actualizable, un énfasis en los datos del vehículo y suficiente potencia informática para permitir una conducción semiautomatizada.⏹  Cuando Tesla inició su negocio de IEV, tuvo que invertir miles de millones de dólares en sistemas de baterías, arquitecturas E/E, capacidades de conducción autónoma y cabinas inteligentes.✅ Inicialmente Tesla deependía de las cadenas de suministro externas, antes de cambiar hacia la I+D sobre inteligencia en sus vehículos, especialmente sus tecnologías beta Autopilot y Full Self-Driving.✅ La decisión de Tesla de poseer toda su cadena de suministro ha abierto oportunidades para que otros fabricantes sigan su ejemplo. En lugar de depender de terceros para la fabricación de sistemas informáticos, Tesla también ha desarrollado su propio sistema informático.✅ Hace tan solo cinco años en Estados Unidos costaba más de mil millones de dólares desarrollar un nuevo EV.✅ Tras los esfuerzos de Tesla, la cadena de suministro ha crecido significativamente y ahora ofrece opciones más eficientes y rentables para desarrollar un IEV. hasta reducir el coste actual del desarrollo de un IEV es de tan sólo 200 millones de dólares.Fuente:https://lnkd.in/gyqC-XGs#automotive#automotriz#automoción#eMobility#Batteries#ElectricVehicles#Ev",5 days ago
TESLARATI,2,,,Tesla Autopilot involvement suspected by US investigators in CA firetruck crash: reporthttps://lnkd.in/gq2Yy3vR,5 days ago
Neil Tyrer,2,,,"""The NHTSA is opening a new special investigation into a February fatal crash in California involving a Tesla Model S where an 'advanced driver assistance' system is suspected of having been used.""More at:https://reut.rs/3yrXc5i#Tesla#FSD#Autopilot#NHTSA#Investigation#Fatality#Crash#ElectricCars#ElectricVehicles#EV",6 days ago
Arie Goldshlager,0,1 comment,,"Feds suspect Tesla using automated system in firetruck crash""The probe is part of a larger investigation by the agency into multiple instances of Teslas on Autopilot crashing into parked emergency vehicles that are tending to other crashes.""",6 days ago
Oh!My Tesla Rocks,0,,,"Tesla CEO Elon Musk has commented on the upcoming V11 software update, promising significant improvements in several areas, including Autopilot, gaming, and entertainment features.#Tesla#ElonMusk",6 days ago
Raúl Moreno.,14,,2 reposts,"Tesla impulsa la nueva actualización Full Self-Driving Beta v11 mientras expande lentamente su despliegue.▶ Principales mejoras:✅ Se ha mejorado en un 15% la detección de los casos de colisión por proximidad, especialmente en el caso de camiones grandes y situaciones de alta velocidad.✅ Mejora de la maniobrabilidad en escenarios con curvas pronunciadas o camiones de gran tamaño  mediante el desplazamiento en el carril para mantener las distancias de seguridad con otros vehículos en la carretera y aumentar el confort.✅ Comportamiento mejorado para cambios de carril por bloqueo de trayectoria en tráfico denso.✅ Mejorado los cambios de carril en escenarios de tráfico denso al permitir una mayor aceleración durante la fase de alineación.✅ Giros más suaves al mejorar la consistencia de detección entre carriles, líneas y predicciones de bordes de carretera.✅ Mejora de la precisión en la detección de la semántica de movimiento de otros vehículos. Se mejoró la precisión en un 23% para los casos en los que otros vehículos pasan a circular y se redujo el error en un 12% para los casos en los que Autopilot detecta incorrectamente que su vehículo líder está aparcado.✅ Ampliación del horizonte de optimización de trayectoria máxima, lo que se traduce en un control más suave para carreteras con curvas pronunciadas y vehículos alejados cuando se conduce a velocidades de autopista.✅ Comportamiento de conducción mejorado junto a filas de coches aparcados en carriles estrechos, prefiriendo desplazarse y permanecer dentro del carril en lugar de cambiar innecesariamente de carril o reducir la velocidad.✅ Mejoras en las maniobras de cambio de carril consecutivo gracias a una mejor fusión entre la localización basada en la visión y el recuento de carriles del mapa grueso.✅ Se ha mejorado la detección y la precisión de los objetos, reduciendo en un 10% el error de posición de los semirremolques, aumentando en un 3% y un 7%, respectivamente, la detección y la precisión de los vehículos que cruzan a más de 100 metros de distancia, y en un 5% la detección de motocicletas.✅ Se redujeron los falsos desplazamientos alrededor de objetos en carriles anchos y cerca de intersecciones mejorando el modelado de la cinemática de los objetos en escenarios de baja velocidad.#automotive#automotriz#automoción#eMobility#Batteries#ElectricVehicles#Ev",5 days ago
